source,brand,brand_en,model,model_en,generation,generation_en,body,type,type_en,trim,trim_en,name_en_notes,count
domestic,현대,Hyundai,아토스,Atoz,아토스,,,유로파,유로파,,,Hyundai -> Atoz -> 유로파,0
domestic,현대,Hyundai,아토스,Atoz,아토스,,,밴,밴,,,Hyundai -> Atoz -> 밴,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,럭셔리,럭셔리,Hyundai -> Equus -> VS380 -> 럭셔리,83
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,프라임,프라임,Hyundai -> Equus -> VS380 -> 프라임,47
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,프라임 VIP팩,프라임 VIP팩,Hyundai -> Equus -> VS380 -> 프라임 VIP팩,26
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,프레스티지,프레스티지,Hyundai -> Equus -> VS380 -> 프레스티지,91
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,프레스티지 VIP팩 I,프레스티지 VIP팩 I,Hyundai -> Equus -> VS380 -> 프레스티지 VIP팩 I,3
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,프레스티지 VIP팩 II,프레스티지 VIP팩 II,Hyundai -> Equus -> VS380 -> 프레스티지 VIP팩 II,8
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,프레스티지 VVIP팩,프레스티지 VVIP팩,Hyundai -> Equus -> VS380 -> 프레스티지 VVIP팩,12
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,모던,모던,Hyundai -> Equus -> VS380 -> 모던,85
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,프리미엄,프리미엄,Hyundai -> Equus -> VS380 -> 프리미엄,66
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS380,VS380,익스클루시브,익스클루시브,Hyundai -> Equus -> VS380 -> 익스클루시브,59
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VL380,VL380,프레스티지,프레스티지,Hyundai -> Equus -> VL380 -> 프레스티지,5
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,3.8 수출형,3.8 수출형,,,Hyundai -> Equus -> 3.8 수출형,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS460,VS460,프레스티지,프레스티지,Hyundai -> Equus -> VS460 -> 프레스티지,23
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,4.6 수출형,4.6 수출형,,,Hyundai -> Equus -> 4.6 수출형,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VS500,VS500,프레스티지,프레스티지,Hyundai -> Equus -> VS500 -> 프레스티지,73
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,VL500,VL500,프레스티지,프레스티지,Hyundai -> Equus -> VL500 -> 프레스티지,36
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,5.0 수출형,5.0 수출형,,,Hyundai -> Equus -> 5.0 수출형,9
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,3.8 구조변경 (바이퓨얼),3.8 구조변경 (바이퓨얼),,,Hyundai -> Equus -> 3.8 구조변경 (바이퓨얼),1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,3.8 구조변경 (바이퓨얼),3.8 구조변경 (바이퓨얼),,,Hyundai -> Equus -> 3.8 구조변경 (바이퓨얼),3
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,4.6 구조변경 (바이퓨얼),4.6 구조변경 (바이퓨얼),,,Hyundai -> Equus -> 4.6 구조변경 (바이퓨얼),1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스(신형),,,5.0 구조변경 (바이퓨얼),5.0 구조변경 (바이퓨얼),,,Hyundai -> Equus -> 5.0 구조변경 (바이퓨얼),2
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS380,JS380,고급형,고급형,Hyundai -> Equus -> JS380 -> 고급형,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS380,JS380,럭셔리,럭셔리,Hyundai -> Equus -> JS380 -> 럭셔리,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS380,JS380,럭셔리 VIP,럭셔리 VIP,Hyundai -> Equus -> JS380 -> 럭셔리 VIP,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS380,JS380,프리미어,프리미어,Hyundai -> Equus -> JS380 -> 프리미어,5
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS380,JS380,프리미어 VIP,프리미어 VIP,Hyundai -> Equus -> JS380 -> 프리미어 VIP,1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS380,JS380,알칸타라 셀렉션,알칸타라 셀렉션,Hyundai -> Equus -> JS380 -> 알칸타라 셀렉션,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,VS450,VS450,기본형,기본형,Hyundai -> Equus -> VS450 -> 기본형,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,VS450,VS450,VIP,VIP,Hyundai -> Equus -> VS450 -> VIP,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,VS450,VS450,프리미어,프리미어,Hyundai -> Equus -> VS450 -> 프리미어,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,VS450,VS450,프리미어 VIP,프리미어 VIP,Hyundai -> Equus -> VS450 -> 프리미어 VIP,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,VS450,VS450,알칸타라 셀렉션,알칸타라 셀렉션,Hyundai -> Equus -> VS450 -> 알칸타라 셀렉션,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JL380 리무진,JL380 리무진,,,Hyundai -> Equus -> JL380 리무진,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,VL450 리무진,VL450 리무진,,,Hyundai -> Equus -> VL450 리무진,1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,GS300,GS300,밸류,밸류,Hyundai -> Equus -> GS300 -> 밸류,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,GS300,GS300,기본형,기본형,Hyundai -> Equus -> GS300 -> 기본형,1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS300,JS300,기본형,기본형,Hyundai -> Equus -> JS300 -> 기본형,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS300,JS300,최고급형,최고급형,Hyundai -> Equus -> JS300 -> 최고급형,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS300,JS300,VIP,VIP,Hyundai -> Equus -> JS300 -> VIP,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS330,JS330,고급형,고급형,Hyundai -> Equus -> JS330 -> 고급형,2
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS330,JS330,럭셔리,럭셔리,Hyundai -> Equus -> JS330 -> 럭셔리,4
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS330,JS330,프리미어,프리미어,Hyundai -> Equus -> JS330 -> 프리미어,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS330,JS330,프리미어 VIP,프리미어 VIP,Hyundai -> Equus -> JS330 -> 프리미어 VIP,1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS330,JS330,알칸타라 셀렉션,알칸타라 셀렉션,Hyundai -> Equus -> JS330 -> 알칸타라 셀렉션,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,GS350,GS350,기본형,기본형,Hyundai -> Equus -> GS350 -> 기본형,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,GS350,GS350,고급형,고급형,Hyundai -> Equus -> GS350 -> 고급형,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,GS350,GS350,럭셔리,럭셔리,Hyundai -> Equus -> GS350 -> 럭셔리,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS350,JS350,기본형,기본형,Hyundai -> Equus -> JS350 -> 기본형,1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS350,JS350,VIP,VIP,Hyundai -> Equus -> JS350 -> VIP,1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS350,JS350,밸류,밸류,Hyundai -> Equus -> JS350 -> 밸류,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS350,JS350,밸류 최고급형,밸류 최고급형,Hyundai -> Equus -> JS350 -> 밸류 최고급형,1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS350,JS350,밸류 VIP,밸류 VIP,Hyundai -> Equus -> JS350 -> 밸류 VIP,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS350,JS350,럭셔리,럭셔리,Hyundai -> Equus -> JS350 -> 럭셔리,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JS350,JS350,럭셔리 VIP,럭셔리 VIP,Hyundai -> Equus -> JS350 -> 럭셔리 VIP,0
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,JL350 리무진,JL350 리무진,,,Hyundai -> Equus -> JL350 리무진,1
domestic,현대,Hyundai,에쿠스,Equus,에쿠스,,,3.8 구조변경 (바이퓨얼),3.8 구조변경 (바이퓨얼),,,Hyundai -> Equus -> 3.8 구조변경 (바이퓨얼),0
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 스타일,1.4 VVT 스타일,,,Hyundai -> Accent -> 1.4 VVT 스타일,3
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 밸류 플러스,1.4 VVT 밸류 플러스,,,Hyundai -> Accent -> 1.4 VVT 밸류 플러스,2
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 스마트,1.4 VVT 스마트,,,Hyundai -> Accent -> 1.4 VVT 스마트,21
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 스마트스페셜,1.4 VVT 스마트스페셜,,,Hyundai -> Accent -> 1.4 VVT 스마트스페셜,1
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 모던,1.4 VVT 모던,,,Hyundai -> Accent -> 1.4 VVT 모던,114
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 프리미엄,1.4 VVT 프리미엄,,,Hyundai -> Accent -> 1.4 VVT 프리미엄,14
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 럭셔리,1.4 VVT 럭셔리,,,Hyundai -> Accent -> 1.4 VVT 럭셔리,11
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 프리미어,1.4 VVT 프리미어,,,Hyundai -> Accent -> 1.4 VVT 프리미어,54
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 프리미어(장애인용),1.4 VVT 프리미어(장애인용),,,Hyundai -> Accent -> 1.4 VVT 프리미어(장애인용),0
domestic,현대,Hyundai,엑센트,Accent,엑센트(신형),,,1.4 VVT 모던(장애인용),1.4 VVT 모던(장애인용),,,Hyundai -> Accent -> 1.4 VVT 모던(장애인용),1
